Keyword,Visibility,Visibility Difference,Yahoo! Rank,Yahoo! Previous Rank,Yahoo! Difference,Yahoo! SERP Features,Yahoo! URL Found,Bing US Rank,Bing US Previous Rank,Bing US Difference,Bing US SERP Features,Bing US URL Found,Google HOU Rank,Google HOU Previous Rank,Google HOU Difference,Google HOU SERP Features,Google HOU URL Found,Google Mobile HOU Rank,Google Mobile HOU Previous Rank,Google Mobile HOU Difference,Google Mobile HOU SERP Features,Google Mobile HOU URL Found
exterior wood doors with glass houston,96%,-2%,2,2,0,"Local Pack (0), Images (1)",https://www.southernfront.com/products/wood-doors/,2(3),1(4),-1,Local Pack (1),https://www.southernfront.com/,1(2),1(2),0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,4,2(2),-2,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
fiberglass doors houston,96%,-2%,2,2,0,"Local Pack (0), Videos (0)",https://www.southernfront.com/,1,1,0,"Local Pack (1), Videos (0)",https://www.southernfront.com,3,2(1),-1,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/products/fiberglass-doors/,3,1(1),-2,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/products/fiberglass-doors/
fiberglass entry doors houston,96%,-3%,3,2,-1,Local Pack (0),https://www.southernfront.com/,1(1),1,0,"Local Pack (1), Images (1)",https://www.southernfront.com/,1(2),1(2),0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,4,1(2),-3,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/products/fiberglass-doors/
fiberglass front door houston,96%,-3%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,1(1),1(1),0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,5,1(1),-4,"Local Pack (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0)",https://www.southernfront.com/products/fiberglass-doors/
front door manufacturers houston,96%,-2%,4,2,-2,Local Pack (0),https://www.southernfront.com/,2(2),1,-1,Local Pack (1),https://www.southernfront.com/,1,2,+1,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,1(1),-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/
front door sales & installation houston,96%,-1%,4,4,0,"Local Pack (0), Videos (0)",https://www.southernfront.com/products/wood-doors/,2(1),2(4),0 (+3),Local Pack (1),https://www.southernfront.com/,1,1,0,"Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,2,1,-1,"Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/
front entry door for sale in houston,96%,0%,1,1,0,Images (1),https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,3,3,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/front-entry-door-sale-in-houston/,4,4,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0), Shopping (0)",https://www.southernfront.com/houston/front-entry-door-sale-in-houston/
glass doors entrance houston tx,96%,+1%,4(5),6(6),+2,Images (1),https://www.southernfront.com/houston/rustic-entry-doors-houston/,2(5),2(2),0 (-3),"Local Pack (1), Images (0)",https://www.southernfront.com/,2,1,-1,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,1(2),1(1),0 (-1),"Local Pack (1), Images (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/
hardwood door exterior houston,96%,0%,1,1,0,Images (1),https://www.southernfront.com/products/wood-doors/,1(1),1(5),0 (+4),"Local Pack (1), Images (1)",https://www.southernfront.com/,3,3,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,4,4,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
hardwood doors houston,96%,-1%,2,2,0,Local Pack (0),https://www.southernfront.com/products/wood-doors/,2,1(1),-1,Local Pack (0),https://www.southernfront.com/products/wood-doors,2,2,0,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,3,3,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
houston alder doors,96%,+7%,2,6,+4,"Images (0), Videos (0)",https://www.southernfront.com/houston/knotty-alder-exterior-doors-houston/,1(1),1(2),0 (+1),"Local Pack (1), Images (0)",https://www.southernfront.com/,3,5,+2,"Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/knotty-alder-exterior-doors-houston/,3,5,+2,"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Bottom (0)",https://www.southernfront.com/houston/knotty-alder-exterior-doors-houston/
houston beautiful exterior doors,96%,+2%,4,2,-2,Videos (0),https://www.southernfront.com/,2(1),7,+5,"Local Pack (1), Images (1)",https://www.southernfront.com/,1,1,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,2,1,-1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/
houston door company,96%,-2%,2,1,-1,,https://www.southernfront.com/,2(3),1(5),-1,Local Pack (1),https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/the-door-company-of-houston/,3,3,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/the-door-company-of-houston/
houston entry door sales & installation,96%,+3%,5,4,-1,Local Pack (0),https://www.southernfront.com/houston/entry-doors-houston/,1(2),4,+3,Local Pack (1),https://www.southernfront.com/,2,2,0,"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/,1(3),3,+2,"Local Pack (1), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
houston exterior door,96%,-1%,1,1,0,,https://www.southernfront.com/,1(1),1,0,"Local Pack (1), Images (1)",http://www.southernfront.com,3,3,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,4,3,-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Top (0), Shopping (0)",https://www.southernfront.com/
houston exterior double door,96%,0%,1,1,0,Images (0),https://www.southernfront.com/houston/houston-exterior-double-door/,1(1),2,+1,Local Pack (1),https://www.southernfront.com/,3,3,0,"Images (1), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/double-entry-doors/,4,3,-1,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/houston/double-entry-doors/
houston front door for sale,96%,-4%,1,1,0,,https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,3,1(3),-2,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,4,1(3),-3,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Top (0), Shopping (0)",https://www.southernfront.com/
houston mahogany front doors,96%,-2%,2,1,-1,"Local Pack (0), Images (1), Videos (0)",https://www.southernfront.com/houston/mahogany-front-doors/,1(1),2(1),+1,"Local Pack (1), Images (1)",https://www.southernfront.com/,3,2,-1,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/houston/mahogany-exterior-doors-houston/,3,1(2),-2,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/houston/mahogany-exterior-doors-houston/
houston metal front doors with glass,96%,+1%,2,3,+1,"Local Pack (0), Images (0)",https://www.southernfront.com/,1,2(5),+1,"Local Pack (1), Images (0)",https://www.southernfront.com,3,3,0,"Local Pack (1), Images (0), Thumbnail (1), Reviews (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/,3,2,-1,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), People Also Ask (0), Shopping (0)",https://www.southernfront.com/products/iron-doors/
houston rustic exterior doors for sale,96%,-2%,2,2,0,,https://www.southernfront.com/houston/rustic-entry-doors-houston/,1(2),2(1),+1,"Local Pack (1), Videos (0)",https://www.southernfront.com/,1(3),1(3),0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,5,1(3),-4,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/houston/houston-rustic-exterior-doors/
houston solid doors,96%,-1%,1,1,0,Images (0),https://www.southernfront.com/products/wood-doors/,1(2),2(4),+1,Local Pack (1),https://www.southernfront.com/,3,2,-1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/products/wood-doors/,4,3,-1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/products/wood-doors/
houston solid wood doors for sale,96%,0%,1,1,0,"Images (0), Videos (0)",https://www.southernfront.com/products/wood-doors/,1(1),1(1),0,"Local Pack (1), Videos (0)",https://www.southernfront.com/,3,3,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,4,4,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Shopping (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
houston wooden exterior doors with glass,96%,-2%,1,1,0,Images (1),https://www.southernfront.com/products/wood-doors/,2(1),1(1),-1,"Local Pack (1), Images (1)",https://www.southernfront.com/,2,2,0,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,4,2(2),-2,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/
mahogany door with sidelights houston,96%,0%,1,1,0,"Images (0), Videos (0)",https://www.southernfront.com/houston/mahogany-front-doors/,1(4),1,0,"Local Pack (1), Images (0)",https://www.southernfront.com/,3,3,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/mahogany-front-doors/,4,4,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/mahogany-front-doors/
mahogany double entry doors houston,96%,+8%,2,5,+3,"Local Pack (0), Images (0), Videos (0)",https://www.southernfront.com/houston/mahogany-front-doors/,2(2),7,+5,"Local Pack (1), Images (0), Videos (0)",https://www.southernfront.com/,1(1),3,+2,"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,4,4,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/mahogany-exterior-doors-houston/
mahogany front doors houston,96%,-2%,2,1,-1,Local Pack (0),https://www.southernfront.com/houston/mahogany-front-doors/,1(1),2(5),+1,"Local Pack (1), Videos (0)",https://www.southernfront.com/,2,3,+1,"Images (1), Videos (0), Thumbnail (1), Reviews (0), Knowledge Panel (0), People Also Ask (0)",https://www.southernfront.com/houston/mahogany-exterior-doors-houston/,4,1(2),-3,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/mahogany-exterior-doors-houston/
mahogany stained entry door houston,96%,-4%,1,1,0,"Images (1), Videos (0)",https://www.southernfront.com/houston/mahogany-front-doors/,1(1),1,0,"Local Pack (1), Videos (0)",https://www.southernfront.com/,3,1(1),-2,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/mahogany-exterior-doors-houston/,4,1(1),-3,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/mahogany-exterior-doors-houston/
modern front doors for homes houston tx,96%,0%,1,1,0,Images (1),https://www.southernfront.com/modern-entry-doors-houston-tx/,1(5),1(1),0 (-4),"Local Pack (1), Images (1)",http://www.southernfront.com,3,3,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/,4,4,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/
residential doors houston,96%,-1%,2,2,0,Local Pack (0),https://www.southernfront.com/,1,1,0,Local Pack (1),https://www.southernfront.com,3,2,-1,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/,3,3,0,"Local Pack (0), Images (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/
rustic exterior doors houston tx,96%,-3%,2,2,0,Images (1),https://www.southernfront.com/houston/houston-rustic-exterior-doors/,1(1),1(1),0,"Local Pack (1), Images (1)",https://www.southernfront.com/,1(1),1(2),0 (+1),"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/,5,1(2),-4,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/rustic-entry-doors-houston/
rustic speakeasy door houston,96%,+1%,1,2,+1,Images (0),https://www.southernfront.com/houston/houston-speakeasy-door/,1(1),1(2),0 (+1),Local Pack (1),https://www.southernfront.com/,3,3,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/houston/houston-speakeasy-door/,4,4,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (1), Reviews (0), Shopping (0)",https://www.southernfront.com/houston/houston-speakeasy-door/
solid entrance doors houston,96%,-2%,2,1,-1,Images (0),https://www.southernfront.com/,2(5),1,-1,Local Pack (1),https://www.southernfront.com/,2,2,0,"Local Pack (0), Images (0), Videos (0), Thumbnail (0), Reviews (0)",https://www.southernfront.com/,3,3,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/
solid wood doors exterior houston,96%,0%,1,1,0,Videos (0),https://www.southernfront.com/products/wood-doors/,1(1),1,0,"Local Pack (1), Videos (0)",https://www.southernfront.com/,3,3,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,4,4,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
solid wood doors for sale houston,96%,0%,1,1,0,Videos (0),https://www.southernfront.com/products/wood-doors/,1(1),1,0,"Local Pack (1), Images (0)",https://www.southernfront.com/,3,3,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,4,4,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
solid wood external doors houston,96%,0%,1,1,0,Videos (0),https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,1(4),1(3),0 (-1),"Local Pack (1), Images (0)",https://www.southernfront.com/,3,3,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/products/wood-doors/,4,4,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Shopping (0)",https://www.southernfront.com/products/wood-doors/
stained glass front door houston tx,96%,-3%,4,2,-2,"Local Pack (0), Images (1)",https://www.southernfront.com/houston/stained-glass-front-door-houston-tx/,1(1),1(1),0,"Local Pack (1), Images (1), Videos (0)",https://www.southernfront.com/,3,1(2),-2,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0), Ads Top (0)",https://www.southernfront.com/houston/stained-glass-front-door-houston-tx/,1(1),1(2),0 (+1),"Local Pack (1), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Top (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/
wood doors houston,96%,0%,2,2,0,Local Pack (0),https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,1,1(3),0,,https://www.southernfront.com/houston/custom-wood...,3,3,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,3,3,0,"Local Pack (0), Images (1), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
wood exterior doors houston tx,96%,-1%,1,1,0,,https://www.southernfront.com/,1,1,0,Local Pack (1),https://www.southernfront.com,3,3,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/,4,3,-1,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), Ads Bottom (0), Shopping (0)",https://www.southernfront.com/houston/custom-wood-doors-houston-tx/
wood iron doors houston tx,96%,-1%,2,1,-1,Images (1),https://www.southernfront.com/,1,1,0,"Local Pack (1), Images (1)",https://www.southernfront.com,3,3,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0), Ads Top (0), Ads Bottom (0)",https://www.southernfront.com/products/iron-doors/,3,3,0,"Local Pack (0), Images (1), Videos (0), Thumbnail (1), Reviews (0), People Also Ask (0)",https://www.southernfront.com/products/iron-doors/
